study_hours_per_week,attendance_pct,previous_gpa,assignments_completed_pct,sleep_hours_per_night,extracurriculars,parental_support,learning_style,predicted_gpa,performance_grade
10.261545997858288,64.83026119865158,5.980612347423731,93.09236526508452,6.5642420238195065,None,Low,Auditory,5.39,D
19.281734021886074,65.5967946894021,5.089243661976029,65.50764914944375,8.025282401344864,Heavy (5+),Low,Visual,4.83,D
22.216996657471658,74.6028166214771,9.622885836506256,78.80917363391445,7.40945901099044,Moderate (3-4),Medium,Visual,7.56,B
21.518960833813388,83.51048260224267,4.9578102311117735,75.49301076918944,8.800329530801186,Moderate (3-4),High,Reading/Writing,6.18,C
9.12547733744153,91.70376939349875,5.50001579692364,64.91597936465801,7.089411512592127,Moderate (3-4),High,Reading/Writing,5.5,D
12.835513369041498,65.95231573979483,6.867900256885358,85.4024627591865,8.230758536647098,Moderate (3-4),Medium,Reading/Writing,6.09,C
17.318844019824947,100.0,4.33613085306304,71.93531363330275,10.0,None,Medium,Reading/Writing,6.45,C
21.828815889856514,73.93314598436147,5.787774718838725,89.83105744775355,7.717718986056959,Light (1-2),High,Reading/Writing,6.13,C
11.645780335082971,77.67949058477346,7.071415870250315,63.947126556585026,7.059193798953812,Moderate (3-4),Low,Kinesthetic,5.53,D
13.70038716335328,66.79182481278265,5.900851272111479,100.0,7.866936382265175,Moderate (3-4),High,Reading/Writing,6.18,C
7.255655181957803,41.63639609590587,6.331903653980093,66.55501012111907,6.561662970155338,Moderate (3-4),High,Reading/Writing,5.02,D
6.6265536314353035,91.26068094541574,5.547202197592933,83.28953505800654,9.865561246629678,None,Low,Visual,4.68,D
20.687680756759384,89.0526584563865,3.7739534434746194,91.87788965582101,7.216085245235178,Moderate (3-4),High,Reading/Writing,6.12,C
24.493680199995758,73.7800866432268,7.078867780410629,71.44039354699831,6.672480015729384,Light (1-2),High,Kinesthetic,7.62,B
14.495929148937662,79.00486075837308,9.658879528965034,92.78702965149427,5.997173193975957,Light (1-2),Low,Auditory,6.84,C
22.024730285244168,85.73908826556149,6.533122935410189,61.562246032993755,8.316664229927726,Light (1-2),Low,Reading/Writing,6.05,C
17.53145217533344,54.56181214670186,6.90547541104559,100.0,8.040624895393286,Moderate (3-4),Low,Reading/Writing,5.8,D
10.484161717764131,70.06420983980559,7.746900959210347,80.21223897448637,6.403174754303088,Heavy (5+),Medium,Visual,6.05,C
17.5297692385589,89.9139701943274,4.215205106215942,71.05382888046681,7.691741614146907,Light (1-2),Medium,Reading/Writing,6.08,C
25.766255965261784,59.18565865246126,9.56452638463329,75.51227341358849,5.189732838144573,Moderate (3-4),Medium,Visual,7.07,C
14.74921772623034,82.40336898249944,6.864191833561043,92.13378904089079,7.221964690087788,Light (1-2),Medium,Kinesthetic,7.02,C
25.952505590698046,57.65127293064893,9.437342418360396,71.23317062224342,7.5433076224920335,None,High,Kinesthetic,8.04,B
1.0,84.9964497365029,5.180540608056819,68.75963465865834,9.048795771471067,None,Medium,Visual,5.11,D
20.753317530626568,77.46537776553775,9.772511460604084,76.67695103624392,6.075017436725573,None,Low,Visual,6.96,C
15.609329477667199,53.77302276141736,7.89527988926261,62.34556830845048,5.465976845437211,Light (1-2),Medium,Reading/Writing,6.21,C
12.906948546738928,95.47109031685757,7.495472154534245,100.0,5.92548644688995,Light (1-2),Medium,Auditory,7.07,C
15.642325435748516,66.98112634802926,6.921244017835666,71.50408113177915,5.396117799622096,Moderate (3-4),Medium,Visual,6.32,C
1.08701759779375,65.84621344478428,6.052648487465991,92.47425179270606,8.60398882931078,Moderate (3-4),Medium,Reading/Writing,5.57,D
13.462296785137417,81.00853795846415,8.660956985252971,83.14205125471659,8.858367154028844,None,Low,Auditory,5.89,D
17.499788000582225,95.22956024143073,6.7526477657264845,65.23198924277048,7.384259893538594,Light (1-2),High,Visual,6.53,C
25.345258313190612,62.762672715324044,2.959274533543126,79.91067936180906,8.465553934822177,Light (1-2),High,Kinesthetic,5.6,D
11.372108472084468,78.92519774771958,4.489064368927396,91.76004168966122,7.1607500566962825,Light (1-2),Medium,Kinesthetic,5.96,D
9.340544779747686,84.4322475049586,6.165477646053055,77.1760799737054,6.885866022759081,None,Medium,Reading/Writing,4.99,D
11.487700694908245,88.39658410894717,7.057998169697999,97.89669418776542,6.600354857135486,None,Medium,Kinesthetic,6.6,C
21.40781482391452,80.64662332915837,6.398140719980187,95.32273089172796,6.627530810346921,Heavy (5+),High,Visual,7.21,C
17.30125776761779,72.49458241375017,8.694147421628594,93.78372281987494,5.142638132429163,Moderate (3-4),Medium,Visual,7.43,C
11.291678573630728,65.5861466902692,2.9880166447304752,73.10514841590505,7.317105716328807,Light (1-2),High,Visual,5.17,D
18.592872031793494,79.29215824569562,6.758458285709288,63.8023632832777,6.951599307743147,Light (1-2),Medium,Reading/Writing,5.66,D
15.679542845436282,61.9179148202159,3.2276373943031214,70.79618591955808,7.894432868893451,Light (1-2),Medium,Kinesthetic,4.26,F
21.780514933730224,34.17974274758089,7.867482131871503,82.94361411000081,7.112228195726332,Moderate (3-4),Medium,Reading/Writing,5.51,D
10.085628342858534,84.54839706236501,6.329974314004395,88.18680070298534,6.8047555581170895,Light (1-2),High,Kinesthetic,6.21,C
12.706364973815623,91.55902261629294,7.2552979496434125,47.42642892859329,5.954568363990843,None,High,Reading/Writing,6.37,C
12.255242928074896,42.55601346687242,4.945010670938421,79.87830197582375,7.086583884186114,Moderate (3-4),Low,Auditory,3.67,F
4.75539536307517,62.854039429350934,8.803036876983953,82.37133837984777,7.885884676979394,Light (1-2),Medium,Auditory,6.71,C
17.072841939452033,87.28731391507796,8.375104395305932,75.83683615526672,5.627993210699367,Light (1-2),Medium,Visual,6.28,C
16.827386905259225,100.0,7.550379745421398,99.36910758523818,7.104968504416887,Light (1-2),Medium,Visual,8.04,B
15.035794196497227,78.31190561513112,6.266868955645807,86.32670111376306,7.27965154183538,Light (1-2),High,Reading/Writing,7.39,C
13.357890066373972,67.07995588156298,7.543743113531238,99.65287862121346,6.138322259658083,Light (1-2),High,Auditory,7.34,C
5.092404805647099,75.2565533834274,5.227593377622772,76.76059219474652,6.2945724341104,Light (1-2),High,Reading/Writing,5.26,D
12.055482740642486,98.62314628722277,8.040000186237283,94.06216238760388,7.276733018519457,Light (1-2),High,Reading/Writing,7.83,B
12.600998384312614,68.31053731313197,9.469065609783058,100.0,5.639894778048852,None,Medium,Visual,6.24,C
9.384059115448668,66.01211990024619,8.427099007962536,99.67540173908992,7.419908458299271,Moderate (3-4),High,Auditory,7.26,C
13.871000018337936,70.75884716726951,5.186715554346662,63.617876098569,5.92557475160896,Light (1-2),High,Auditory,5.7,D
17.82835599770177,63.70007087611931,7.1505511710915854,76.19485883686428,8.275424431639859,None,Medium,Auditory,5.94,D
28.203301308473712,79.84005473992194,4.172345221234433,74.82252941825305,9.80539329446596,Moderate (3-4),High,Kinesthetic,6.06,C
16.222044689822873,100.0,7.530302560116216,87.3388180261449,5.967091837957817,Moderate (3-4),Low,Auditory,5.24,D
16.80285273505935,82.84618909674043,7.31108614315257,90.295303325218,7.641049434849609,Moderate (3-4),High,Reading/Writing,6.72,C
14.47887858963683,74.21469746810568,3.1343305888421047,67.41660988961395,6.127909714141577,Light (1-2),Medium,Kinesthetic,5.3,D
1.5686014929067102,73.62283096626683,4.408789080957745,81.01757770875406,8.249145008557347,Light (1-2),Medium,Kinesthetic,4.42,F
14.814402871855481,54.552137869550144,5.9903499858612195,49.701090017657954,5.481689909097742,Moderate (3-4),Medium,Kinesthetic,4.7,D
15.421611469587186,91.24664665720738,5.958452455146513,100.0,7.576704110113255,Moderate (3-4),Medium,Visual,6.83,C
32.242694787397,76.83244204480798,4.32294151624615,72.3143863898496,5.952413239732777,Light (1-2),Medium,Visual,7.33,C
13.653473246532142,75.29280129614061,7.200161712833931,80.83795909766745,6.751618493081957,Heavy (5+),Low,Visual,6.23,C
17.110831396335286,100.0,6.952652496092922,75.35525429017908,5.762769669823232,None,Medium,Visual,6.19,C
14.757017612063297,82.48129362548529,6.150315562438665,97.19041362520122,7.986820565074904,Heavy (5+),Medium,Kinesthetic,5.1,D
6.819253736663276,66.72313424857224,5.139575299714947,37.43740337903932,5.9956235746724955,Heavy (5+),High,Reading/Writing,5.79,D
22.999759701605143,71.60463605691685,8.387672827549814,79.75084486511136,7.662357111198193,Moderate (3-4),High,Visual,8.65,B
20.26353122880742,95.22668563795132,9.479732803558932,78.41271863753454,6.5870823660852,Heavy (5+),Medium,Visual,7.51,B
20.53722362930133,79.69905615806647,5.629589329076233,73.19545418612476,6.862633153841364,Moderate (3-4),High,Visual,5.92,D
8.634287816436828,56.4258303252395,5.398099549121323,100.0,7.177307088880154,Light (1-2),Medium,Reading/Writing,5.88,D
24.819560176552695,91.78843401862805,7.384173797741593,66.69005811716343,6.085810394009382,Light (1-2),High,Reading/Writing,7.6,B
5.187042560454033,67.97783871691509,5.8555471164554245,91.57694265853492,7.252440536249065,None,Medium,Kinesthetic,5.12,D
19.10799965660189,100.0,6.249085038806179,85.34379183059126,8.836401477225293,Light (1-2),Medium,Kinesthetic,7.34,C
30.33318938066985,94.20072098571973,7.831375673104409,98.92278878803273,6.066286257000743,Moderate (3-4),Medium,Visual,8.13,B
8.066245724085181,71.29017156511873,3.063159042486873,69.99216372833742,8.406172171928613,Light (1-2),Low,Auditory,3.48,F
11.035915892780597,97.2152454260267,8.872944184734806,69.00546651314362,8.797717160185341,Light (1-2),High,Visual,7.31,C
15.697559555613488,79.01783265791104,6.630824943792814,96.44104861216098,6.020614013166347,Moderate (3-4),High,Auditory,7.13,C
11.475670421186607,90.79160512683329,5.759312339788075,86.37981962495165,5.253934473891338,Heavy (5+),Medium,Kinesthetic,5.87,D
4.145355982537071,85.27099225941713,6.339378522401392,56.82593979984862,7.362353080206118,None,Medium,Reading/Writing,5.37,D
15.479940823642192,65.3046501751369,6.432372839036934,71.91042478305094,6.343110972679752,Light (1-2),High,Reading/Writing,6.82,C
7.563874003917266,68.34675251523807,3.383837653799134,85.79573980772092,9.242323862995603,Light (1-2),High,Auditory,5.07,D
18.31514701444627,93.44941226371742,9.190888809415824,92.56646332319883,7.041769048599798,Moderate (3-4),Medium,Visual,7.65,B
8.564030360363379,72.97837001840189,6.574386138087113,69.81154020210568,6.037360710357785,None,Medium,Visual,3.73,F
25.849540835122774,71.94527305137005,7.297403834805276,36.286160152745886,5.6234085867859465,Moderate (3-4),Medium,Reading/Writing,5.94,D
9.51722695364634,63.673161309759706,8.212789587033278,87.8483477860555,8.307885950908997,Light (1-2),Medium,Reading/Writing,6.7,C
12.745569386560271,84.35398598390192,4.661907576391459,61.69518965084036,6.314579231098977,Light (1-2),Low,Visual,4.73,D
20.694620521587687,100.0,7.352249418263411,49.73991802816383,7.052594559352514,Heavy (5+),Medium,Reading/Writing,6.31,C
6.383949784962313,61.9870062861859,6.0182460363821715,37.51511112523789,8.146963294134977,None,High,Kinesthetic,4.39,F
16.592219542228907,78.36329185009137,8.024187395389689,92.20971290296612,6.418889977683004,Light (1-2),Medium,Auditory,7.37,C
24.149999279976996,99.18330833123144,2.670990643367308,81.9292617560745,6.944885405511807,None,High,Reading/Writing,6.79,C
3.747617358071407,76.80537913131427,6.3216302595657154,76.61515428931622,6.980117908212976,Light (1-2),High,Auditory,6.23,C
16.29243700972613,84.78557694374601,5.414922819588869,100.0,7.81998941381931,Light (1-2),High,Reading/Writing,6.12,C
16.819179559738963,62.0640970777968,7.27807331114148,89.55987024534609,7.708893202612391,Light (1-2),Medium,Reading/Writing,6.37,C
20.47276010244117,84.42460645811472,7.346079537262764,100.0,6.735863522494205,None,High,Kinesthetic,7.37,C
6.341345023853426,75.19283602493176,5.226273389320353,59.10896791749505,7.0763788737958215,Light (1-2),Low,Auditory,4.32,F
5.756803708410066,92.78594993519795,5.218087044483122,79.48174064069055,6.553865186171814,Moderate (3-4),Medium,Auditory,4.99,D
18.653590959318283,95.81079077347127,6.300802336596807,55.749299375779785,5.226865111696666,Moderate (3-4),Medium,Visual,5.95,D
17.078892712632303,100.0,4.886043990832626,76.55926502216799,7.3091210288777555,Light (1-2),Medium,Visual,6.67,C
16.753449952421136,86.69449759820364,8.015570651813828,76.27076219349983,9.270630112999681,Moderate (3-4),High,Reading/Writing,6.44,C
17.42513746647883,82.8869447487325,5.835427039194597,89.39920455894607,5.939537031170724,Light (1-2),High,Kinesthetic,7.62,B
10.239826948950565,80.91576452366004,1.2674212052210452,80.68345821712848,6.072364348476756,Light (1-2),Low,Auditory,4.14,F
16.625775880127026,72.70250560783967,5.825320298080749,89.35110707419874,5.95512667402751,Light (1-2),Medium,Visual,6.06,C
17.05150731309077,83.07725765192536,4.63062112248085,90.55160199708341,7.869510134467747,Light (1-2),Medium,Visual,6.52,C
9.999540073815425,73.56897884791456,3.563703532170298,100.0,7.538182545035728,Light (1-2),Medium,Auditory,4.47,F
28.060421578013298,80.52691464404421,4.27263205119937,75.27055017070813,6.809754769100252,Light (1-2),High,Visual,6.48,C
18.31683044638251,97.7639630341194,6.696935249299346,65.88465949000431,5.8983771260332425,Moderate (3-4),Medium,Visual,6.38,C
6.6608755195814595,62.90186152080538,8.891553490846816,83.69125422974614,7.11085214996791,Heavy (5+),High,Reading/Writing,7.09,C
19.595875260436806,95.09817841693568,7.063732052956964,67.96579959290685,5.122453447197035,Light (1-2),Low,Visual,6.3,C
8.17722830840875,97.75672601009798,5.408293901211668,100.0,7.172111880228992,Moderate (3-4),Medium,Reading/Writing,6.27,C
20.509592226197164,76.22897209513381,7.320627551307265,75.75172941582152,8.04582926330552,Moderate (3-4),Medium,Reading/Writing,6.35,C
23.110169053051827,46.17217651487108,5.673637441605814,71.51635448189015,5.498561036039587,Moderate (3-4),Medium,Visual,5.71,D
9.255223771538027,68.88267019358351,5.24971933550634,72.93026418273323,5.160978067804404,Light (1-2),Medium,Reading/Writing,5.97,D
21.743632904710253,97.45491819841664,4.422147197180628,90.77626135207461,8.895325470033832,Light (1-2),High,Reading/Writing,7.69,B
17.889466488555488,77.65697906551677,3.3467081478469054,77.63379525152772,6.265888432594498,None,High,Reading/Writing,5.76,D
20.754421119961428,63.01046651557634,5.798137328192999,70.37499769804427,8.363137415132586,Light (1-2),Medium,Auditory,6.26,C
28.27755087857763,70.42837618157674,6.784496281856237,100.0,6.815202801762602,Moderate (3-4),Medium,Auditory,7.34,C
13.282283187979907,90.60930039756829,6.326077393973199,67.15745239007374,6.805654219670407,None,Low,Kinesthetic,5.74,D
9.723846849497573,86.20100352302069,5.751259529694755,80.53349111049491,7.526095239395974,Light (1-2),Medium,Reading/Writing,6.45,C
8.773398992621336,74.41601851245458,4.797657090745794,89.78459227415345,5.9392013719042716,Moderate (3-4),Medium,Auditory,5.67,D
9.289328005241932,72.49763382277969,7.594843145032943,55.529973343743904,7.158996572194774,Moderate (3-4),Low,Visual,5.09,D
14.460288034101271,72.12362776434267,4.129162544096147,87.20390752108888,6.5422127022110885,Light (1-2),High,Visual,6.24,C
17.388063823716507,64.16384723252246,7.896850244918255,64.17338486779326,5.415407867913962,Moderate (3-4),High,Visual,6.33,C
16.936835595310132,100.0,4.6960093659318956,92.34174171251004,7.404978489671679,Light (1-2),High,Reading/Writing,6.51,C
20.790282743252167,73.1651929618299,5.145616572764537,65.56023482121536,6.6840306317465,Light (1-2),Medium,Visual,5.69,D
15.09101324314535,96.25737781238244,3.859786656891781,90.3915354777329,6.81157020586635,Light (1-2),High,Auditory,6.33,C
25.174738540101217,100.0,5.597476135605854,96.58749599442069,5.54780686790301,Moderate (3-4),Medium,Reading/Writing,6.25,C
13.147402167334308,92.9746634722194,8.255562425260361,92.92154788449207,8.909680441315365,Heavy (5+),Medium,Visual,7.33,C
34.04118416612733,71.52569530922928,7.428130559199122,83.76974972357154,8.05205702366334,None,High,Reading/Writing,6.71,C
19.379671434355043,84.05595135504915,8.261159801650463,76.53048585605451,8.156987061006374,Light (1-2),Medium,Reading/Writing,8.53,B
8.999897105086022,77.63706590413626,7.4398565826810845,71.35370635497735,6.633466357069982,Light (1-2),Low,Visual,6.3,C
7.503752513572214,64.44447208904808,4.513394308645335,100.0,4.924980532595896,Light (1-2),High,Reading/Writing,5.48,D
18.377306906702298,82.86538922582405,5.904579396210397,69.50757169748535,9.343500858987413,None,High,Reading/Writing,6.74,C
13.435760502719043,60.31440313260296,5.095641567588567,64.44400889645006,6.926682990392958,Light (1-2),High,Auditory,5.69,D
19.998003458644643,95.81519082692346,8.895034827270273,89.98053402549245,6.101440244775936,Moderate (3-4),Medium,Visual,7.24,C
18.312663372014814,71.0307405405241,4.345780436432639,68.05794795220257,7.500161889379736,Moderate (3-4),Medium,Reading/Writing,5.46,D
14.490197611401891,81.01739483809259,8.1086558409004,65.74904753800809,8.400544945603958,Light (1-2),High,Kinesthetic,6.89,C
9.072443973521164,82.24931807319213,8.107316966195786,58.34593606745352,6.972339332697441,Light (1-2),Low,Reading/Writing,5.67,D
4.396069427198947,74.11642539443883,9.793316363088957,72.75635240809224,8.534290201527249,Light (1-2),Medium,Visual,6.5,C
11.874395335530853,86.80040702212912,5.762564133266904,78.75927464155261,8.299599926220242,Light (1-2),Medium,Reading/Writing,5.4,D
20.994791560264307,70.87644515066214,7.7821798872442915,83.64637591491048,5.7083425751175305,Moderate (3-4),Medium,Auditory,6.62,C
16.498656208911427,91.06945946185866,10.0,94.26959366449225,6.191451873208628,Heavy (5+),Medium,Reading/Writing,7.61,B
6.279828549016084,57.81030479629877,5.388244981519346,87.90346885498691,8.14904459593572,Light (1-2),Low,Reading/Writing,4.81,D
16.212266480958274,79.89569369319618,3.7369275544417526,77.13691670670231,4.0,Light (1-2),Medium,Reading/Writing,5.23,D
17.697221658101856,100.0,3.1159819389660255,77.0270648543042,6.820653168202013,Moderate (3-4),Medium,Kinesthetic,6.06,C
8.81299794659207,62.995030130916376,7.7828816519503965,87.65236203372775,5.283002558050394,Light (1-2),Low,Reading/Writing,5.4,D
16.076075741618695,67.83382544212722,3.110329625494549,99.08855244392853,6.428135438279771,Moderate (3-4),Medium,Reading/Writing,5.32,D
15.407461029121999,85.70861774488372,5.829825704711739,81.894712992248,6.641415893164955,Light (1-2),High,Visual,7.34,C
6.999207915185638,80.69372672909397,7.287163736670129,72.96303718684386,6.570106746510991,Moderate (3-4),Medium,Kinesthetic,5.57,D
17.504511522437983,83.25945148910338,6.833315966293846,65.10700998371682,6.33728649746487,Light (1-2),Medium,Kinesthetic,6.31,C
18.92549168457764,85.33780695221495,7.26580075553151,58.32192103381662,5.683427620445423,Moderate (3-4),High,Visual,6.73,C
22.58135870222694,87.52082202842655,6.900121740441537,89.99404508065285,9.750293520182423,Moderate (3-4),Medium,Auditory,7.69,B
22.376614364244322,94.64549762934334,8.801958463964109,88.66967785459336,9.240954404993621,Light (1-2),Medium,Visual,7.8,B
5.356314424300363,84.14727985392769,4.785830514670165,88.66045287659992,5.60552101569246,Moderate (3-4),Medium,Reading/Writing,5.81,D
8.43522472059414,74.38113518072187,5.281408750774643,78.07010830471916,8.898540101564281,Moderate (3-4),High,Reading/Writing,5.76,D
18.60524687046062,88.08860551804096,5.1092129985125165,100.0,6.520641411432576,Light (1-2),High,Visual,6.55,C
18.596501656385463,100.0,7.994345261352699,72.73822258122773,7.155024967998052,Light (1-2),High,Kinesthetic,7.95,B
18.605333804142337,76.0104938042614,8.120717459111114,94.32903855810808,6.924071248123701,None,High,Visual,7.33,C
40.0,63.38206042994038,7.312205574773315,79.41885657515685,6.208301630495241,Light (1-2),Medium,Reading/Writing,8.02,B
18.99623357485217,94.60621003930459,8.63028860040187,70.87473852980993,8.180622812327377,Light (1-2),Low,Auditory,5.53,D
22.948959481264193,76.19428254069602,4.379526438722515,88.88795460976642,7.151063836691989,Moderate (3-4),Medium,Auditory,5.97,D
21.678012344452416,45.409956809789456,9.501003400792047,86.1445417802599,6.428138292136911,Light (1-2),Low,Visual,6.3,C
19.559738759140586,90.71132515725633,9.241829519082065,85.35459138900389,5.434492667439433,Heavy (5+),High,Visual,7.23,C
12.79311528751758,69.97007721069116,7.824119595042344,81.21917633084298,5.927685983537056,Light (1-2),Medium,Reading/Writing,6.03,C
20.31278454345287,76.64200076543759,9.707238035787908,79.43160377424753,5.030343861277483,Light (1-2),Low,Reading/Writing,6.72,C
9.590223498236998,82.97970495853522,3.518078226180007,100.0,7.014668258098204,Light (1-2),High,Visual,5.84,D
13.342269752819938,80.857495196686,5.555993354727226,97.7638496779426,5.564001289258725,Light (1-2),Medium,Visual,5.38,D
11.602455165196275,88.6417772570856,5.176453770772486,90.84240342478267,6.681327384977751,Light (1-2),Medium,Visual,6.11,C
15.573118975704258,71.46770444145236,7.798662782763218,81.67698737305082,8.644122224332445,Light (1-2),Medium,Reading/Writing,7.33,C
31.20260996671456,85.69658697264124,4.609746668716138,95.10735800895003,8.439159487505902,Light (1-2),Medium,Reading/Writing,7.29,C
1.929143651857764,74.10679983624124,7.863491268807474,87.76992164587178,6.961267727076859,Moderate (3-4),Medium,Visual,6.08,C
19.803821332621595,89.08215721331254,8.966965059194084,80.39307129161054,6.89549832862822,Moderate (3-4),Low,Reading/Writing,7.51,B
3.7109889016724384,87.23051226019581,7.751365220151198,75.44653512101128,9.25584945930521,Light (1-2),Medium,Visual,6.71,C
